path,class,prediction,correct,confidence,token_count
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_bot_seg_1_cropped.mat,a,i,False,0.6092028021812439,332.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_bot_seg_2_cropped.mat,a,i,False,0.495318740606308,314.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_bot_seg_3_cropped.mat,a,i,False,0.725020706653595,326.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_bot_seg_4_cropped.mat,a,i,False,0.914786696434021,318.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_bot_seg_5_cropped.mat,a,i,False,0.9863407611846924,335.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_dif_seg_1_cropped.mat,a,p,False,0.31597182154655457,455.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_dif_seg_2_cropped.mat,a,q,False,0.4342121183872223,415.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_dif_seg_3_cropped.mat,a,l,False,0.9308387637138367,480.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_dif_seg_4_cropped.mat,a,d,False,0.6624661087989807,424.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_dif_seg_5_cropped.mat,a,l,False,0.9803615808486938,447.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_left_seg_1_cropped.mat,a,u,False,0.7287725210189819,347.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_left_seg_2_cropped.mat,a,l,False,0.8736464381217957,333.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_left_seg_3_cropped.mat,a,l,False,0.9649126529693604,357.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_left_seg_4_cropped.mat,a,l,False,0.5847242474555969,340.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_left_seg_5_cropped.mat,a,u,False,0.9568433165550232,338.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_right_seg_1_cropped.mat,a,k,False,0.9945520758628845,476.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_right_seg_2_cropped.mat,a,k,False,0.9981276392936707,467.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_right_seg_3_cropped.mat,a,k,False,0.996893048286438,459.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_right_seg_4_cropped.mat,a,k,False,0.9915595650672913,458.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_right_seg_5_cropped.mat,a,k,False,0.9937105178833008,473.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_top_seg_1_cropped.mat,a,k,False,0.9949803948402405,384.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_top_seg_2_cropped.mat,a,k,False,0.993885338306427,394.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_top_seg_3_cropped.mat,a,k,False,0.9430066347122192,390.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_top_seg_4_cropped.mat,a,k,False,0.8746762275695801,389.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand1_a_top_seg_5_cropped.mat,a,k,False,0.9705420136451721,404.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_bot_seg_1_cropped.mat,a,x,False,0.8340537548065186,351.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_bot_seg_2_cropped.mat,a,x,False,0.5872721076011658,334.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_bot_seg_3_cropped.mat,a,x,False,0.5838039517402649,347.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_bot_seg_4_cropped.mat,a,x,False,0.5669639706611633,352.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_bot_seg_5_cropped.mat,a,x,False,0.5849701166152954,335.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_dif_seg_1_cropped.mat,a,l,False,0.9095077514648438,419.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_dif_seg_2_cropped.mat,a,l,False,0.9982389211654663,438.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_dif_seg_3_cropped.mat,a,d,False,0.8363209962844849,411.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_dif_seg_4_cropped.mat,a,l,False,0.999667763710022,468.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_dif_seg_5_cropped.mat,a,d,False,0.623176634311676,414.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_left_seg_1_cropped.mat,a,x,False,0.9376853108406067,356.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_left_seg_2_cropped.mat,a,x,False,0.9193133115768433,346.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_left_seg_3_cropped.mat,a,x,False,0.577919602394104,335.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_left_seg_4_cropped.mat,a,x,False,0.5920544266700745,361.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_left_seg_5_cropped.mat,a,x,False,0.6583728790283203,346.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_right_seg_1_cropped.mat,a,k,False,0.8244368433952332,423.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_right_seg_2_cropped.mat,a,k,False,0.8915135264396667,411.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_right_seg_3_cropped.mat,a,k,False,0.6389195919036865,408.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_right_seg_4_cropped.mat,a,k,False,0.9522839188575745,419.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_right_seg_5_cropped.mat,a,k,False,0.9971445202827454,407.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_top_seg_1_cropped.mat,a,l,False,0.9997285008430481,359.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_top_seg_2_cropped.mat,a,l,False,0.999882698059082,359.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_top_seg_3_cropped.mat,a,l,False,0.9997566342353821,352.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_top_seg_4_cropped.mat,a,l,False,0.9995866417884827,351.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand2_a_top_seg_5_cropped.mat,a,l,False,0.9994651675224304,365.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand3_a_dif_seg_1_cropped.mat,a,x,False,0.9175480604171753,496.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand3_a_dif_seg_2_cropped.mat,a,k,False,0.9997656941413879,439.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand3_a_dif_seg_3_cropped.mat,a,k,False,0.9991377592086792,445.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand3_a_dif_seg_4_cropped.mat,a,i,False,0.4582878351211548,402.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand3_a_dif_seg_5_cropped.mat,a,i,False,0.7773279547691345,398.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand4_a_bot_seg_1_cropped.mat,a,h,False,0.930692195892334,473.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand4_a_bot_seg_2_cropped.mat,a,h,False,0.9606037735939026,444.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand4_a_bot_seg_3_cropped.mat,a,h,False,0.505191445350647,458.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand4_a_bot_seg_4_cropped.mat,a,x,False,0.7567517161369324,414.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand4_a_bot_seg_5_cropped.mat,a,i,False,0.6972270607948303,455.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand5_a_bot_seg_1_cropped.mat,a,h,False,0.5342534780502319,398.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand5_a_bot_seg_2_cropped.mat,a,x,False,0.9861215949058533,406.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand5_a_bot_seg_3_cropped.mat,a,x,False,0.9917954802513123,412.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand5_a_bot_seg_4_cropped.mat,a,x,False,0.9862218499183655,447.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand5_a_bot_seg_5_cropped.mat,a,x,False,0.9942392110824585,468.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand5_a_dif_seg_1_cropped.mat,a,u,False,0.8865352869033813,382.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand5_a_dif_seg_2_cropped.mat,a,u,False,0.992711067199707,382.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand5_a_dif_seg_3_cropped.mat,a,u,False,0.989700198173523,398.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand5_a_dif_seg_4_cropped.mat,a,l,False,0.8151535987854004,501.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/a/hand5_a_dif_seg_5_cropped.mat,a,l,False,0.9932947754859924,417.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/b/hand1_b_bot_seg_1_cropped.mat,b,w,False,0.999805748462677,297.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/b/hand1_b_bot_seg_2_cropped.mat,b,w,False,0.999263346195221,283.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/b/hand1_b_bot_seg_3_cropped.mat,b,w,False,0.9986987113952637,304.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/b/hand1_b_bot_seg_4_cropped.mat,b,w,False,0.9969918727874756,298.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/b/hand1_b_bot_seg_5_cropped.mat,b,w,False,0.9998409748077393,301.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/b/hand1_b_dif_seg_1_cropped.mat,b,p,False,0.9533197283744812,402.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/b/hand1_b_dif_seg_2_cropped.mat,b,w,False,0.924473226070404,416.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/b/hand1_b_dif_seg_3_cropped.mat,b,u,False,0.9996165037155151,416.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/b/hand1_b_dif_seg_4_cropped.mat,b,p,False,0.5551323890686035,408.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/b/hand1_b_dif_seg_5_cropped.mat,b,p,False,0.5071738362312317,406.0
/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/b/hand1_b_left_seg_1_cropped.mat,b,b,True,0.7981974482536316,373.0
